,rank,Video,Video views,Likes,Dislikes,Category,published,Category_Autos & Vehicles,Category_Comedy,Category_Education,Category_Entertainment,Category_Film & Animation,Category_Gaming,Category_Howto & Style,Category_Music,Category_News & Politics,Category_Nonprofits & Activism,Category_People & Blogs,Category_Pets & Animals,Category_Science & Technology,Category_Sports,Category_Travel & Events
130,131,We asked you... What do you Chooze ?,"1,018,713","2,413",12,Autos & Vehicles,2017,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,132,Drawing the pillar of life🥶🗿#trollface #trollfaceedit #troll,"133,062,446","3,173,002",,People & Blogs,2025,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
132,133,Gazo - 100K (Visualizer),"1,167,599","32,821",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
133,134,ALFA - Vai! (Official Video - Sanremo 2024),"5,192,650","49,065",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
134,135,Classy 101,"11,170,714","157,703",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
135,136,Tenacious D - Explosivo,"2,754,518","10,186",204,Entertainment,2006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
136,137,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho","2,209,874,850","9,768,545",,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,138,"J.P., NLE Choppa - Bad Bitty (Remix) [Official Music Video]","987,265","46,378",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
138,139,Tyla Yaweh - I Think I Luv Her (Lyric Video) ft. YG,"2,124,429","19,110","1,256",Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
139,140,PUN - BF (feat. URBOYTJ),"1,588,998","39,090",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
140,141,Old man is having fun under metallica,"2,566,313","25,274",399,Entertainment,2017,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
141,142,DIE 4 YOU,"5,766,751","65,566",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
142,143,Rocket Blast Off #messingaround #flying #fun #brothers #playing #hangtime,"156,690,686","1,868,300",,Sports,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
143,144,너라는 별,"4,406,467","18,295",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
144,145,Eladio Carrión - Cuevita (Live Session) | Vevo ctrl,"2,246,356","26,765",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
145,146,Say My Name,"1,845,505","18,095",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
146,147,ETA (RMX),"1,036,672","33,644",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
147,148,Big Homiie G - Who Got It (Official Video) ft. Finesse2Tymes,"865,867","24,156",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
148,149,"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)","31,909,765","638,566",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
149,150,"Asake, Travis Scott - Active (Official Video)","6,232,792","184,120",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
150,151,Eden Muñoz - Traigo Saldo y Ganas de Rogar,"1,077,182","18,109",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
151,152,DAY - Na Sua Mão,"311,930","35,208",325,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
152,153,Laf 2.0,"1,068,698","11,495",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,154,So adorable! 💕 #cute #animal #rocks #baby,"105,921,315","1,482,485",,Entertainment,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
154,155,Grandma Dottie's Prom Dress Surprise,"8,414,676","2,442",103,People & Blogs,2012,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
155,156,Фортеця Бахмут,"700,921","20,921",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
156,157,Not a mechanical baby,"14,612,153","3,339",156,Entertainment,2011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
157,158,Prohibidox,"7,149,556","109,633",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
158,159,Mark Tuan - lonely (rock version) [Official Video],"250,551","47,398",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
159,160,Shaboozey - A Bar Song (Tipsy) [Official Visualizer],"4,941,173","121,986",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
160,161,Nikita Kering' - On Yah (Intro),"726,705","32,777",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
161,162,Coma_Cose - L'ADDIO (Official Video - Sanremo 2023),"3,672,887","41,513",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
162,163,Nanpa Básico - Cuando Vienes (Official Video),"686,747","24,507",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
163,164,Doechii - DENIAL IS A RIVER (Official Video),"9,950,373","770,587",,Music,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
164,165,Destroy Lonely - how u feel? (Official Music Video),"845,139","46,444",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
165,166,‎Good Night Good Dream (좋은 밤 좋은 꿈),"1,776,477","9,118",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
166,167,don't leave me (거짓말처럼),"1,787,169","13,937",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
167,168,Bi Polar (SAYGI1),"885,313","12,792",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
168,169,Im sorry?,"3,670,491","30,180",171,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
169,170,44 Magnum Las Vegas,"2,345,415","7,883",259,People & Blogs,2010,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
170,171,Parks and Rec Come back joke,"2,482,309","20,964",224,Comedy,2012,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
171,172,ECKO - ICE (Official Video),"2,229,501","149,653","10,701",Music,2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
172,173,Marshmello x Jonas Brothers - Leave Before You Love Me (Official Music Video),"344,124","62,256",559,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
173,174,David Beckham crazy pass (cross),"17,275,250","32,362",752,Sports,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
174,175,Можно я с тобой,"1,356,781","37,200",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
175,176,No_se_ve.mp3,"3,085,869","45,677",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
176,177,"Silverado 500,000 mile celebration","836,184","11,538",283,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
177,178,Morray - Can’t Use Me (Official Music Video),"345,086","26,022",289,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
178,179,FMK - Parte de Mi (Official Video) ft. Lit Killah,"303,497","71,457",517,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
179,180,Me And The Devil (SLOWED + ECO),"1,593,787","18,204",,Music,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
180,181,"Begun, the Duck War has","3,586,169","51,443",300,Entertainment,2017,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
181,182,Meet Will,"3,121,597","40,432",313,Comedy,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
182,183,Роман Курцын рассказывают всю правду о фильме «Крым»,"836,941","23,924","23,364",People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
183,184,Helena - Summer Body (Clip Officiel),"921,210","43,854",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
184,185,Maximus by Kerbedanz - the biggest known tourbillon for wristwatch,"1,263,651","10,376",126,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
185,186,girl in red - Too Much (Official Video),"268,038","31,023",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
186,187,Artifact new game announcement from Valve crowd reaction,"1,301,165","17,084","1,900",Music,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
187,188,Rels B - ORGULLO (Videoclip Oficial),"340,606","72,349",815,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
188,189,Brenda Lee - Rockin' Around The Christmas Tree (Official Music Video),"2,605,084","55,604",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
189,190,Mephisto,"832,845","21,237",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
190,191,¡Que Te Pasa!,"1,668,686","24,060",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
191,192,Clumsy Dog,"3,432,791","24,140",254,Gaming,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
192,193,A disabled duckling helps his cat friend 🐥 #DuckRescue #CuteAnimals #AnimalRescue,"114,441,704","3,749,872",,Entertainment,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
193,194,tommy wiseau can't understand millennials,"3,320,857","28,326",198,Comedy,2017,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
194,195,"Tainy, J Balvin - Agua (Music From ""Sponge On The Run"" Movie/Official Lyrics)","1,936,929","186,235","6,564",Music,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
195,196,Yo Vengo De La Nada,"592,930","13,705",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
196,197,Tiryakinim,"6,332,540","64,248",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
197,198,El Connecto,"3,583,270","41,735",485,People & Blogs,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
198,199,ORIGAMI ALL'ALBA - CLARA,"2,030,824","26,233",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
199,200,Fo fo fo fo fristajlo!,"2,894,700","6,108",152,Comedy,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
200,201,"""Drake"" on the Tube...","2,683,856","7,414",457,Comedy,2012,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
201,202,Minimum ça,"680,629","11,809",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
202,203,Flying nut high five,"7,852,043","62,744",748,People & Blogs,2014,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
203,204,Tems - Crazy Tings (Official Video),"2,496,817","91,980",979,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
204,205,"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Lyric Video)","1,891,769","33,390",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
205,206,Tiryakinim,"8,170,818","45,890",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
206,207,😂😂😂😂😂😂 I challenge you to a duel,"33,774,303","2,210,308",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
207,208,Hitana,"1,614,632","9,651",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
208,209,My dad flew into town to surprise his parents.,"888,893","8,190",113,People & Blogs,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
209,210,DaBaby - ROCKSTAR (Live From The BET Awards/2020) ft. Roddy Ricch,"1,937,851","212,963","3,907",Music,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
210,211,Best Heavyweight Knockouts of All Time,"5,250,458","5,891",509,Sports,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
211,212,Sobran Motivos,"1,574,149","13,731",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
212,213,Roblox Hack (NEW) - How to Get Free Robux - Robux Glitch (Get Free Items),"546,583","14,662",454,Gaming,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
213,214,Kep1er 케플러 | 'I do! Do you?' M/V,"6,448,957","284,632",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
214,215,"Beéle, Myke Towers, Feid - Barranquilla Bajo Cero (Official Video)","8,254,128","198,513",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
215,216,Bıraktığın Gibi Burdayım,"1,291,926","10,366",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
216,217,My Diablo 3 Inferno Tactic,"2,362,860","22,368",787,Gaming,2012,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
217,218,Wedding first dance w/ surprise Jack Johnson Michael Jackson,"16,485,606","15,813","1,360",Comedy,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
218,219,"Chu,Tayousei.","739,527","17,094",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
219,220,Starcraft 2 Gameplay footage and unit preview,"7,529,927","6,075",772,Entertainment,2007,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
220,221,Massimo Pericolo - Non Parlarmi (Outro) (Official Video),"586,388","33,599",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,222,Isadora Pompeo - Aliança (Ao Vivo),"1,535,732","30,924",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
222,223,Raisa - Bertahan / Pergi,"922,070","30,510",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
223,224,WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),"4,281,153","119,578",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
224,225,Dog reacts to return of Nathan after two year Mormon mission,"6,040,429","5,972",194,Pets & Animals,2015,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
225,226,"Dacă n-ai bani (feat. Beach, Please!)","1,015,509","9,689",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
226,227,Aslay - Mozzah (Official Music Video),"513,530","21,071",,Music,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
227,228,Jagwar Twin - Bad Feeling (Oompa Loompa) (Visualizer),"3,050,307","91,826",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
228,229,14 de Febrero,"3,119,940","328,395",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
229,230,Panchlait - Teaser 2 | Prem Modi | Funtime Entertainment,"885,706","5,835",217,Film & Animation,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
230,231,Mila Kunis Tells Off A Reporter In Fluent Russian,"3,324,459","23,701",834,Entertainment,2012,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
231,232,When You play dodgeball with a Softball player. licensing@rumble.com,"2,134,991","12,128",299,Comedy,2017,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
232,233,Super platano brothers,"1,595,388","14,720",344,Comedy,2017,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
233,234,Amapola,"952,452","18,255",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
234,235,Negramaro - Ricominciamo tutto (Sanremo 2024),"1,095,011","14,122",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
235,236,Brother just sent me this,"622,782","8,883",348,Entertainment,2017,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
236,237,Chiara Oliver - 3 de febrero (video oficial),"505,626","35,212",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
237,238,WII,"1,634,684","8,333",338,Entertainment,2006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
238,239,These Little Moments 🥹🤍 #toddler #siblings #cute,"69,659,013","1,117,902",,Howto & Style,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
239,240,Doechii - What It Is (Block Boy) feat. Kodak Black [Official Video],"3,851,533","106,085",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
240,241,two fake umps.MOV,"1,338,441","3,712",135,Sports,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
241,242,Roblox Hack - Robux Hacks - Roblox Secret Exploit (Android/without jailbreak),"414,973","29,256",341,Gaming,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
242,243,The ABSOLUTE BEST Fabric Tile Design You Won't Believe,"57,223,159","1,014,976",,People & Blogs,2025,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
243,244,My Love,"583,139","10,498",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
244,245,Trueno - PLO PLO! (Visualizer),"354,072","38,418",,Music,2024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
245,246,Suzuki Hayabusa with Turbo Vmax 390kmh,"20,146,924","11,010","1,095",Autos & Vehicles,2006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,247,pevecov popek poje na sexy back,"37,460,296","4,533","10,949",Comedy,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
247,248,You can't even text and walk,"1,154,376","10,616",496,People & Blogs,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
248,249,Anas feat. Soolking - Sur Pp (Clip officiel),"8,075,765","127,110",,Music,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
249,250,Lil Tjay - Hold On (Official Audio),"316,785","42,854",211,Music,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
250,251,How to surprise a horse,"1,625,194","7,357",352,Comedy,2016,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
251,252,Superman Disguise,"1,388,327","6,100",97,People & Blogs,2010,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
252,253,Player 456 And His Team Survive Another Game I Squid Game Edit I #shorts,"43,383,619","1,552,099",,Film & Animation,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
253,254,J.I. - Everything [Official Music Video],"389,208","33,622",219,Music,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
